0 30
0.01 30
0.02 30
0.03 30
0.04 30
0.05 30
0.06 30
0.07 30
0.08 30
0.09 30
0.1 30
0.11 30
0.12 30
0.13 30
0.14 30
0.15 30
0.16 30
0.17 30
0.18 30
0.19 30
0.2 30
0.21 30
0.22 30
0.23 30
0.24 30
0.25 30
0.26 30
0.27 30
0.28 30
0.29 30
0.3 30
0.31 30
0.32 30
0.33 30
0.34 30
0.35 30
0.36 30
0.37 30
0.38 30
0.39 30
0.4 30
0.41 30
0.42 30
0.43 30
0.44 30
0.45 30
0.46 30
0.47 30
0.48 30
0.49 30
0.5 30
0.51 15
0.52 15
0.53 15
0.54 15
0.55 15
0.56 15
0.57 15
0.58 15
0.59 15
0.6 15
0.61 15
0.62 15
0.63 15
0.64 15
0.65 15
0.66 15
0.67 15
0.68 15
0.69 15
0.7 15
0.71 15
0.72 15
0.73 15
0.74 15
0.75 15
0.76 15
0.77 15
0.78 15
0.79 15
0.8 15
0.81 15
0.82 15
0.83 15
0.84 15
0.85 15
0.86 15
0.87 15
0.88 15
0.89 15
0.9 15
0.91 15
0.92 15
0.93 15
0.94 15
0.95 15
0.96 15
0.97 15
0.98 15
0.99 15
1 15
