0 30
0.01 29.85
0.02 29.7
0.03 29.55
0.04 29.4
0.05 29.25
0.06 29.1
0.07 28.95
0.08 28.8
0.09 28.65
0.1 28.5
0.11 28.35
0.12 28.2
0.13 28.05
0.14 27.9
0.15 27.75
0.16 27.6
0.17 27.45
0.18 27.3
0.19 27.15
0.2 27
0.21 26.85
0.22 26.7
0.23 26.55
0.24 26.4
0.25 26.25
0.26 26.1
0.27 25.95
0.28 25.8
0.29 25.65
0.3 25.5
0.31 25.35
0.32 25.2
0.33 25.05
0.34 24.9
0.35 24.75
0.36 24.6
0.37 24.45
0.38 24.3
0.39 24.15
0.4 24
0.41 23.85
0.42 23.7
0.43 23.55
0.44 23.4
0.45 23.25
0.46 23.1
0.47 22.95
0.48 22.8
0.49 22.65
0.5 22.5
0.51 22.35
0.52 22.2
0.53 22.05
0.54 21.9
0.55 21.75
0.56 21.6
0.57 21.45
0.58 21.3
0.59 21.15
0.6 21
0.61 20.85
0.62 20.7
0.63 20.55
0.64 20.4
0.65 20.25
0.66 20.1
0.67 19.95
0.68 19.8
0.69 19.65
0.7 19.5
0.71 19.35
0.72 19.2
0.73 19.05
0.74 18.9
0.75 18.75
0.76 18.6
0.77 18.45
0.78 18.3
0.79 18.15
0.8 18
0.81 17.85
0.82 17.7
0.83 17.55
0.84 17.4
0.85 17.25
0.86 17.1
0.87 16.95
0.88 16.8
0.89 16.65
0.9 16.5
0.91 16.35
0.92 16.2
0.93 16.05
0.94 15.9
0.95 15.75
0.96 15.6
0.97 15.45
0.98 15.3
0.99 15.15
1 15
